Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
10345,1455,7,Juli,30,August,27,#REF!,#REF!,BER6634,[fol. 301r],,,Nürnberg,Ulm,Brief,"mit eingelegten schriften, den tag zu Lanndshut, zwischen den stetten und Hansen von Rechperg zu leisten, antreffend.","Item ein brief von Ulm, mit eingelegten schriften, den tag zu Lanndshut, zwischen den stetten und Hansen von Rechperg zu leisten, antreffend.",,,,,,,,,,,,,,,,,,,,
10346,1455,7,Juli,30,August,27,#REF!,#REF!,BER6635,[fol. 301r],,,Nürnberg,"Konrad Mecher, Pfleger zum Behmstein",Brief,"von eins juden wegen, der sich bei uns verhandelt haben sol.","Item ein brief von Conrat Mecher, pfleger zum Behmstein, von eins juden wegen, der sich bei uns verhandelt haben sol.",,1455 Aug. 20,,,,,,,,,,,,,,,,,,
10348,1455,7,Juli,30,August,27,#REF!,#REF!,BER6636,[fol. 301r],,,Nürnberg,Bamberg,Brief,"von Hannsen Gnanncken wegen, burger daselbst, Fritzen Cleyenprugel, unsern burger, antreffend.","Item ein brief von Bamberg, von Hannsen Gnanncken wegen, burger daselbst, Fritzen Cleyenprugel, unsern burger, antreffend.",,,,,,,,,,,,,,,,,,,,
10349,1455,7,Juli,30,August,27,#REF!,#REF!,BER6637,[fol. 301r],,,Nürnberg,Bischof von Bamberg,Brief,von Wilhelm Lemingers wegen.,"Item ein brief von unserm hern von Bamberg, von Wilhelm Lemingers wegen.",,,,,,,,,,,,,,,,,,,,
10350,1455,7,Juli,30,August,27,#REF!,#REF!,BER6638,[fol. 301r],1455 Aug. 4,,Nürnberg,Thoman von Rosenberg,Brief,"hern Walthern von Hurnheim und andern, die Fuldnerin anrurend.","Item aber ein brief von hern Thoman von Rosenberg, hern Walthern von Hurnheim und andern, die Fuldnerin anrurend.",,1455 Aug. 20 und 1455 Okt. 24,BB 25/228r-v und 1455 Okt. 24,,,,,,,,,,,,,,,,,
10353,1455,7,Juli,30,August,27,#REF!,#REF!,BER6639,[fol. 301r],,,Nürnberg,Sulzbach,Brief,von Ulrich Spieß wegen.,"Item ein brief von Sultzpach, von Ulrich Spieß wegen.",,,,,,,,,,,,,,,,,,,,
10354,1455,7,Juli,30,August,27,#REF!,#REF!,BER6640,[fol. 301r],,,Nürnberg,Anna Bechrerin,Brief,ir geleite von Hannsen Voyts wegen zu geben.,"Item ein brief von Anna Bechrerin, ir geleite von Hannsen Voyts wegen zu geben.",,1455 Aug. 22,,,,,,,,,,,,,,,,,,
10356,1455,7,Juli,30,August,27,#REF!,#REF!,BER6641,[fol. 301r],1455 Juli 5,,Nürnberg,Universität Leipzig,Brief,von Jorgen des Newkums wegen.,"Item ein brief von dem rector und der universitet zu Leiptzk, von Jorgen des Newkums wegen.",,,,,,,,,,,,,,,,,,,,
10358,1455,7,Juli,30,August,27,#REF!,#REF!,BER6642,[fol. 301r],,,Nürnberg,Jorg de Newkums,Brief,"von seiner sachen wegen, die erbschaft anrurend.","Item ein brief von demselben Jorgen, von seiner sachen wegen, die erbschaft anrurend.",,,,,,,,,,,,,,,,,,,,
10359,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 301v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10360,1455,7,Juli,30,August,27,#REF!,#REF!,BER6643,[fol. 301v],,,Nürnberg,Nördlingen,Brief,uns unser potschaft widerpieten.,"Item ein brief von den von Nord(lingen), uns unser potschaft widerpieten.",,,,,,,,,,,,,,,,,,,,
10361,1455,7,Juli,30,August,27,#REF!,#REF!,BER6644,[fol. 301v],,,Nürnberg,Ritter Mertin vom Wildenstein,Brief,"von David, juden, wegen von Aldorf, im geleite zu geben.","Item ein brief von hern Mertin vom Wildenstein, ritter etc., von David, juden, wegen von Aldorf, im geleite zu geben.",,1455 Aug. 25,,,,,,,,,,,,,,,,,,
10363,1455,7,Juli,30,August,27,#REF!,#REF!,BER6645,[fol. 301v],,,Nürnberg,Nördlingen; Rotemburg; Dinkelsbühl; Windsheim; Weissenburg,Antwort,,"Item antwurt von Nördlingen, Rotemburg, Dinkelspuhl, Winds(heim) und Weissenburg, von der sachen wegen, den pfaltzgr(aven) antreffend, von des gepots wegen unsers hern k(eiser) in denselben sachen, zusamen gepunden.",,,,,,,,,,,,,,,,,,,,
10364,1455,7,Juli,30,August,27,#REF!,#REF!,BER6646,[fol. 301v],,,Nürnberg,Rothenburg,Brief,"von der unsern wegen, die sie den gefangen abgeeylt haben.","Item ein brief von Rot(enburg), von der unsern wegen, die sie den gefangen abgeeylt haben.",,,,,,,,,,,,,,,,,,,,
10365,1455,7,Juli,30,August,27,#REF!,#REF!,BER6647,[fol. 301v],,,Nürnberg,Jude Feiffs,Brief,"wegen, Ekarius Saltzpurger, von schuld wegen, antreffend.","Item ein brief von Feiffs, juden, wegen, Ekarius Saltzpurger, von schuld wegen, antreffend.",,,,,,,,,,,,,,,,,,,,
10366,1455,7,Juli,30,August,27,#REF!,#REF!,BER6648,[fol. 301v],,,Nürnberg,Dechant zu Bamberg,Brief,"den Rumelin, flaischacker, und die Heldin anrurend.","Item ein brief von dem techant zu Bamberg, den Rumelin, flaischacker, und die Heldin anrurend.",,1455 Aug. 25,,,,,,,,,,,,,,,,,,
10368,1455,7,Juli,30,August,27,#REF!,#REF!,BER6649,[fol. 301v],,,Nürnberg,Hans Ru,Brief,"goldsmid von Wirtzpurg, Albrecht Prewssen, unsern burger, auch goldsmid, antreffend.","Item ein brief von Hannsen Ru, goldsmid von Wirtzpurg, Albrecht Prewssen, unsern burger, auch goldsmid, antreffend.",,,,,,,,,,,,,,,,,,,,
10369,1455,7,Juli,30,August,27,#REF!,#REF!,BER6650,[fol. 301v],,,Nürnberg,Ulm,Brief,"mit einer eingeslossen abschrift des briefs, dem von Senis in den geistlichen sachen zuzesennden.","Item ein brief von Ulm, mit einer eingeslossen abschrift des briefs, dem von Senis in den geistlichen sachen zuzesennden.",,,,,,,,,,,,,,,,,,,,
10370,1455,7,Juli,30,August,27,#REF!,#REF!,BER6651,[fol. 301v],,,Rothenburg,Ulm,Brief,,"Item ein brief ab eisdem, von Heintzen Ruden veintschaft wegen, den von Rotenburg zugesch(ickt).",,,,,,,,,,,,,,,,,,,,
10371,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 302r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10372,1455,7,Juli,30,August,27,#REF!,#REF!,BER6652,[fol. 302r],,,Nürnberg,"Bischof Niclas von Brixen, Kardinal",Brief,etliche closterfrawen von Sannt Clarn gen Prixen ze schicken.,"Item ein brief von hern Niclasen, cardinal S(ancti) Petri, bischof zu Prixen, etliche closterfrawen von Sannt Clarn gen Prixen ze schicken.",,1455 Sept. 16,,,,,,,,,,,,,,,,,,
10374,1455,7,Juli,30,August,27,#REF!,#REF!,BER6653,[fol. 302r],,,Nürnberg,Sigmund von Seckendorf,Brief,Sixten Geissendorffer anrurend.,"Item ein brief von Sigmund von Seckend(orf), Sixten Geissendorffer anrurend.",,,,,,,,,,,,,,,,,,,,
10375,1455,7,Juli,30,August,27,#REF!,#REF!,BER6654,[fol. 302r],1455 Aug. 9,,Nürnberg,Veit Truchsess,Antwort,"Konrad Pawmg(artners) armman, Hannsen Seitzen von Hofen, anrurend.","Item ein antwort von Veyten Truchs(eß), Conrat Pawmg(artners) armman, Hannsen Seitzen von Hofen, anrurend.",,,,,,,,,,,,,,,,,,,,
10377,1455,7,Juli,30,August,27,#REF!,#REF!,BER6655,[fol. 302r],,,Nürnberg,Craft von Hohenloch und den andern stathaltern,Antwort,von des geleits wegen in Frannckfurter herbstmes.,"Item ein antwort von hern Craften von Hohenloch und den andern stathaltern, von des geleits wegen in Frannckfurter herbstmes.",,,,,,,,,,,,,,,,,,,,
10378,1455,7,Juli,30,August,27,#REF!,#REF!,BER6656,[fol. 302r],,,Nürnberg,Herzog Ludwig,Brief,"von hertzog Ludwig etc., und ligt bey andern br(ieven) in der scateln in der losungstuben in des Fewrers sache.","Item aber ein brief von der Fewrerin wegen, von hertzog Ludwig etc., und ligt bey andern br(ieven) in der scateln in der losungstuben in des Fewrers sache.",,1455 Aug. 27,,,,,,,,,,,,,,,,,,
10380,1455,7,Juli,30,August,27,#REF!,#REF!,BER6657,[fol. 302r],1455 Aug. 21,,Nürnberg,Wernher von Parsberg,Brief,,"Item ein brief aber von hern Wernhern von Parsperg und Jobsten Tetzl, von gelegenheit der kriege.",,1455 Aug. 28,,,,,,,,,,,,,,,,,,
10382,1455,7,Juli,30,August,27,#REF!,#REF!,BER6658,[fol. 302r],,,Nürnberg,Neumarkt,Urteil,Jörg Schicken antreffend.,"Item ein :brief: urteil vom Newenmarkt, Jorgen Schicken antreffend.",,,,,,,,,,,,,,,,,,,,
10383,1455,7,Juli,30,August,27,#REF!,#REF!,BER6659,[fol. 302r],,,Nürnberg,Rothenburg,Brief,Berchtold Volkmerin antreffend.,"Item ein brieff von den von Rotenburg, Berchtold Volkmerin antreffend.",,,,,,,,,,,,,,,,,,,,
10384,1455,7,Juli,30,August,27,#REF!,#REF!,,[fol. 302v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,1455,8,August,7,September,24,1455 August 7|September 24,1455 August 7|September 24,,[fol. 302v],,,,,,,,,,,Burgermeister her Berchtold Pfintzing und her Steph(an) Prunster feria quarta post Bartholomei anno lv°.,,,,,,,,,,,,,,,,
10387,1455,8,August,7,September,24,#REF!,#REF!,BER6660,[fol. 302v],,,Nürnberg,Mainz,Brief,Wilhelm Roßduscher antreffend.,"Item ein brieff von der stat zu Meintz, Wilhelm Roßduscher antreffend.",,1455 Aug. 28,,,,,,,,,,,,,,,,,,
10389,1455,8,August,7,September,24,#REF!,#REF!,BER6661,[fol. 302v],,,Nürnberg,Regensburg,Brief,,"Item ein brief der stat zu Regenspurg, Ulrichen und Hansen Sperer antreffend.",,,,,,,,,,,,,,,,,,,,
10390,1455,8,August,7,September,24,#REF!,#REF!,BER6662,[fol. 302v],,,Nürnberg,Ulm,Mahnbrief,uf pfintztag vor Nativitatis Marie [1455 September 4] gesetzt.,"Item ein manbug von Ulm, uf pfintztag vor Nativitatis Marie [1455 September 4] gesetzt.",,,,,,,,,,,,,,,,,,,,
10391,1455,8,August,7,September,24,#REF!,#REF!,BER6663,[fol. 302v],,,Nürnberg,Werde,Brief,"von etlicher gewerbe und auch underre wegen, so wir mit hertzog Ludwig haben sullen.","Item ein brief von Werde, von etlicher gewerbe und auch underre wegen, so wir mit hertzog Ludwig haben sullen.",,1455 Aug. 31,,,,,,,,,,,,,,,,,,
10393,1455,8,August,7,September,24,#REF!,#REF!,BER6664,[fol. 302v],,,Nürnberg,Hof,Urteil,,Item ein urteil vom Hof.,,,,,,,,,,,,,,,,,,,,
10394,1455,8,August,7,September,24,#REF!,#REF!,BER6665,[fol. 302v],,,Nürnberg,Großtettigen Allexio,Brief,Sebald Tetzl anrurend.,"Item aber ein brief von dem Großtettigen Allexio, Sebalt Tetzl anrurend.",,1455 Sept. 1,,,,,,,,,,,,,,,,,,
10396,1455,8,August,7,September,24,#REF!,#REF!,BER6666,[fol. 302v],,,Nürnberg,Nördlingen,Brief,aber in der pfaltzgr(aven) sachen.,"Item ein brief von Nordlingen, aber in der pfaltzgr(aven) sachen.",,,,,,,,,,,,,,,,,,,,
10397,1455,8,August,7,September,24,#REF!,#REF!,BER6667,[fol. 302v],,,Nürnberg,Herzog Wilhelm von Sachsen,Krerdenz,,Itemcredentz von herzog Wilhelm von Sachsen uf hern Conrat Marschalk.,,,,,,,,,,,,,,,,,,,,
10398,1455,8,August,7,September,24,#REF!,#REF!,BER6668,[fol. 302v],,,Nürnberg,Bischof von  Bamberg,Förderbrief,von Thomas Schallers wegen.,"Item ein furderbrief von unserm hern von :Sachs: Bamberg, von Thomas Schallers wegen. ",,,,,,,,,,,,,,,,,,,,
10399,1455,8,August,7,September,24,#REF!,#REF!,BER6668a,[fol. 302v],,,Nürnberg,Dechant,Förderbrief,,Desgleichen von unserm hern techant in westvelischen sachen.,,,,,,,,,,,,,,,,,,,,
10400,1455,8,August,7,September,24,#REF!,#REF!,,[fol. 303r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,1455,8,August,7,September,24,#REF!,#REF!,BER6669,[fol. 303r],1455 Aug. 23,,Nürnberg,Franz Appoteker,Antwort,,Item ein :brief: antwurt von Franntzen Appoteker.,,1455 Aug. 29,,,,,,,,,,,,,,,,,,
10404,1455,8,August,7,September,24,#REF!,#REF!,BER6670,[fol. 303r],,,Nürnberg,Jörg und Heintz die Hawt und Hans Styeber zu Aysch,Brief,von gefangner wegen rechts zu gestatten.,"Item ein brieff Jorgen und Heintz die Hawt und Hans Styeber zu Aysch, von gefangner wegen rechts zu gestatten.",,1455 Sept. 2,,,,,,,,,,,,,,,,,,
10406,1455,8,August,7,September,24,#REF!,#REF!,BER6671,[fol. 303r],,,Nürnberg,Wener von Parsberg; Jobst Tetzel,Brief,,"Item aber ein brieff von hern Wernher von Parsperg und Jobst Tetzl, von der krieglewfft wegen.",,,,,,,,,,,,,,,,,,,,
10407,1455,8,August,7,September,24,#REF!,#REF!,BER6672,[fol. 303r],,,Nürnberg,Hans Schuler,Brief,"von des ermorten wegen zu Beheym, an hern Rupprecht Haller stende.","Item ein brief von H[ans] Schuler, von des ermorten wegen zu Beheym, an hern Rupprecht Haller stende.",,1455 Sept. 12,,,,,,,,,,,,,,,,,,
10409,1455,8,August,7,September,24,#REF!,#REF!,BER6673,[fol. 303r],,,Nürnberg,Dinkelsbühl,Brief,Andres Ruttenower antreffend.,"Item ein brieff von dem rate zu Dinckelspüel, Andres Ruttenower antreffend.",,,,,,,,,,,,,,,,,,,,
10410,1455,8,August,7,September,24,#REF!,#REF!,BER6674,[fol. 303r],,,Nürnberg,Nördlingen,Brief,"inn ein botschaft gen Landßhut zu einem gutlichen tage zu leyen, und ein abschrifft, als unser gneid(iger) herre hertzog Ludwig denselben solchen gutlichen tage bestymet hat.","Item ein brieff von dem rate zu Nördlingen, inn ein botschaft gen Landßhut zu einem gutlichen tage zu leyen, und ein abschrifft, als unser gneid(iger) herre hertzog Ludwig denselben solchen gutlichen tage bestymet hat.",,,,,,,,,,,,,,,,,,,,
10411,1455,8,August,7,September,24,#REF!,#REF!,BER6675,[fol. 303r],,,Nürnberg,Eger,Brief,"von eins urteils wegen, und ein zettel der selben sachen an uns bracht.","Item ein brieff von dem rate zu Eger, von eins urteils wegen, und ein zettel der selben sachen an uns bracht.",,,,,,,,,,,,,,,,,,,,
10412,1455,8,August,7,September,24,#REF!,#REF!,BER6676,[fol. 303r],,,Nürnberg,Augsburg,Brief,"als eynner, genant Weit, falsche swartze müntze gemacht hat.","Item ein brieff von der stat zu Augspurg, als eynner, genant Weit, falsche swartze müntze gemacht hat.",,1455 Sept. 2,,,,,,,,,,,,,,,,,,
10414,1455,8,August,7,September,24,#REF!,#REF!,BER6677,[fol. 303r],,,Nürnberg,Halle,Brief,"hern Hansen Kremer, ein priester, antreffend.","Item ein brieff der von Halle, hern Hansen Kremer, ein priester, antreffend.",,,,,,,,,,,,,,,,,,,,
10415,1455,8,August,7,September,24,#REF!,#REF!,BER6678,[fol. 303r],,,Nürnberg,Nördlingen,Brief,in ein ratsbotschafft zu leyen zu einem tage gen Landßhut.,"Item ein brieff der stat von Nordlingen, in ein ratsbotschafft zu leyen zu einem tage gen Landßhut.",,,,,,,,,,,,,,,,,,,,
10416,1455,8,August,7,September,24,#REF!,#REF!,,[fol. 303v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,1455,8,August,7,September,24,#REF!,#REF!,BER6679,[fol. 303v],,,Nürnberg,Äbtissin zu Kitzingen,Brief,Ludwig Rechenmeister antreffend.,"Item ein brieff von der ebtessen zu Kitzingen, Ludwig Rechenmeister antreffend.",,1455 Sept. 4,,,,,,,,,,,,,,,,,,
10419,1455,8,August,7,September,24,#REF!,#REF!,BER6680,[fol. 303v],,,Nürnberg,Ritter Thomas von Rosenberg,Brief,"von Ulrich Zobels wegen, den uß sorgen zu lassen.","Item ein brieff hern Thomas von Rosenberg, ritter, von Ulrich Zobels wegen, den uß sorgen zu lassen.",,1455 Sept. 5,,,,,,,,,,,,,,,,,,
10421,1455,8,August,7,September,24,#REF!,#REF!,BER6681,[fol. 303v],,,Nürnberg,Rothenburg,Brief,"inn zu staten, unsern reisigen getzewge zu schicken, und ein zettel, in den Weissen, unsern soldener, zu leyen.","Item ein brieff der von Rotenburg, inn zu staten, unsern reisigen getzewge zu schicken, und ein zettel, in den Weissen, unsern soldener, zu leyen.",,1455 Sept. 5,,,,,,,,,,,,,,,,,,
10423,1455,8,August,7,September,24,#REF!,#REF!,BER6682,[fol. 303v],,,Nürnberg,,Brief,,"Item ein brieff, als etliche in ir landtwere gevallen sein etc., und in schaden zugefugt, und dorinn ein brieff, als Cuntz Rude von seins knechts wegen, Kantz genant, schr(eibt).",,,,,,,,,,,,,,,,,,,,
10424,1455,8,August,7,September,24,#REF!,#REF!,BER6683,[fol. 303v],,,Nürnberg,Heidingsfeld,Brief,,"Item ein brief der von Heittingßvelt, als etliche ir veindt worden sein, mit abschrifft des veindsbrieffs und ein abschrifft, als unser her von Meintz unserm hern von Wirtzpurg derselben veind halbe antwort hat. Auch Claus von Vechenbachs antwort. Dabey ein zettel, wie sie mit Claus Meyer in recht sten.",,1455 Sept. 5,,,,,,,,,,,,,,,,,,
10426,1455,8,August,7,September,24,#REF!,#REF!,BER6684,[fol. 303v],,,Nürnberg,Nicolas Toppler der Junge,Brief,als er geleits herinn begert.,"Item ein brieff Nicolas Toppler des jungen, als er geleits herinn begert.",,1455 Sept. 2,,,,,,,,,,,,,,,,,,
10428,1455,8,August,7,September,24,#REF!,#REF!,BER6685,[fol. 303v],,,Nürnberg,Hans von Schawnberg,Brief,von Peter Zehenders wegen,"Item ein brief her Hansen von Schawnberg, von Peter Zehenders wegen.",,,,,,,,,,,,,,,,,,,,
10429,1455,8,August,7,September,24,#REF!,#REF!,,[fol. 304r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,1455,8,August,7,September,24,#REF!,#REF!,BER6686,[fol. 304r],,,Nürnberg,Graf Ernst von Gleichen,Brief,"von eins seins dynners wegen, dem einer unser soldener ein pferdt schuldig ist","Item ein brief grave Ernst von Gleichen, von eins seins dynners wegen, dem einer unser soldener ein pferdt schuldig ist.",,,,,,,,,,,,,,,,,,,,
10431,1455,8,August,7,September,24,#REF!,#REF!,BER6687,[fol. 304r],,,Nürnberg,Heinrich Span,Brief,von seiner heymfart.,"Item ein brief von Heinrich Spaen, von seiner heymfart.",,,,,,,,,,,,,,,,,,,,
10432,1455,8,August,7,September,24,#REF!,#REF!,BER6688,[fol. 304r],,,Nürnberg,Doktor Johann Frundt,Brief,,"Item ein brief doctor Johannis Frundt, von eins jungen doctors wegen, uns zu einem juristen zuzuschicken.",,,,,,,,,,,,,,,,,,,,
10433,1455,8,August,7,September,24,#REF!,#REF!,BER6689,[fol. 304r],,,Nürnberg,Nicolas Toppler,Brief,wie ime von etlichen geleit soll zugesagt sein.,"Item ein brief von Nicolas Toppler, wie ime von etlichen geleit soll zugesagt sein.",,,,,,Burgermeister her Jorg Gewder und her Hanns Pyrkheimer feria iiiia post Mathei apostoli anno lvo.,,,,,,,,,,,,,,
10434,1455,8,August,7,September,24,#REF!,#REF!,BER6690,[fol. 304r],,,Nürnberg,Doktor Gregor Heimburg,Brief,hern Frantz Rumel antreffend.,"Item ein brief von doctor Gregorien Heimburg, hern Frantz Rumel antreffend.",,,,,,,,,,,,,,,,,,,,
10435,1455,8,August,7,September,24,#REF!,#REF!,BER6691,[fol. 304r],,,Nürnberg,Hans Pirckheimer,Brief,,"Item her Hanns Birckheimers brief, von der privilegii wegen, echt und aberecht und des lantgerichts wegen etc.",,,,,,,,,,,,,,,,,,,,
10436,1455,8,August,7,September,24,#REF!,#REF!,BER6692,[fol. 304r],,,Nürnberg,Endres Cleppnich,Brief,Hein(rich) Spaen antreffend.,"Item ein brief von Endres Cleppnich, Hein(rich) Spaen antreffend.",,1455 Okt. 20,,,,,,,,,,,,,,,,,,
10438,1455,8,August,7,September,24,#REF!,#REF!,BER6693,[fol. 304r],,,Nürnberg,Dortmund,Brief,denselben Hein(rich) Spaen antreffend.,"Item ein brieff der stat zu Dorpmunden, denselben Hein(rich) Spaen antreffend.",,,,,,,,,,,,,,,,,,,,
10439,1455,8,August,7,September,24,#REF!,#REF!,BER6694,[fol. 304r],,,Nürnberg,Hasfurt,Kundschaft,,"Item ein kuntschaft der stat zu Hasfurt, Jorge Goltsmidt, iren burger, antreffend.",,,,,,,,,,,,,,,,,,,,
10440,1455,8,August,7,September,24,#REF!,#REF!,BER6695,[fol. 304r],1455 Sept. 2 und eingetroffen Sept. 8,,Nürnberg,vom Jobst Tetzel,Brief,"von der kriegelewff wegen und ander sachen, dorinnen ergangen.","Item ein brieff vom Jobst Tetzel, von der kriegelewff wegen und ander sachen, dorinnen ergangen.",,1455 Sept. 9,,,,,,,,,,,,,,,,,,
10442,1455,8,August,7,September,24,#REF!,#REF!,BER6696,[fol. 304r],1455 Aug. 27,,Nürnberg,Sigmund von Seckendorf,Brief,Anna Becherin antreffend.,"Item ein brieff von Sigmundt von Seckendorff, Anna Becherin antreffend.",,1455 Sept. 9,,,,,,,,,,,,,,,,,,
10445,1455,8,August,7,September,24,#REF!,#REF!,BER6697,[fol. 304r],,,Nürnberg,,Brief,Anna Becherin,"Item aber ein brieff von derselben Becherin wegen, ir geleit zu geben.",,,,,,,,,,,,,,,,,,,,
10446,1455,8,August,7,September,24,#REF!,#REF!,,[fol. 304v],,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,1455,8,August,7,September,24,#REF!,#REF!,BER6698,[fol. 304v],,,Nürnberg,Jörg Derrer,Brief,als er zu Ulm in manunge gewest ist.,"Item ein brieff von Jorg Derrer, als er zu Ulm in manunge gewest ist.",,,,,,,,,,,,,,,,,,,,
10448,1455,8,August,7,September,24,#REF!,#REF!,BER6699,[fol. 304v],,,Nürnberg,Rothenburg,Brief,,"Item ein brief der von Rotemburg, ir beschedigung antreffend, und ein botschaft zu unserm gneidigen hern von Wirtzpurg zu ordeniren.",,1455 Sept. 12,,,,,,,,,,,,,,,,,,
10450,1455,8,August,7,September,24,#REF!,#REF!,BER6700,[fol. 304v],,,Nürnberg,Windsheim,Brief,,"Item ein brief der von Wyndßheim, von warnung und anslege wegen, und in botschaft als die von Rotenburg zu ordeniren etc.",,1455 Sept. 12,,,,,,,,,,,,,,,,,,
10452,1455,8,August,7,September,24,#REF!,#REF!,BER6701,[fol. 304v],,,Nürnberg,Hinrich Marschalks,Kredenz,"und ein credentz und Hansen Nocker, sein dyenner.","Item ein brieff her Hinrich Marschalks, und ein credentz und Hansen Nocker, sein dyenner.",,,,,,,,,,,,,,,,,,,,
10453,1455,8,August,7,September,24,#REF!,#REF!,BER6702,[fol. 304v],,,Nürnberg,Hans Im Hoff des jungern,Brief,,Item ein brief Hansen Im Hoff des jungern umb geleit.,,,,,,,,,,,,,,,,,,,,
10454,1455,8,August,7,September,24,#REF!,#REF!,BER6703,[fol. 304v],,,Nürnberg,Augsburg,Brief,,"Item ein brief der stat zu Augspurg, dorinnen uns gebeten, in Hansen Birckheimer an den keiserlichen hofe zu leyen.",,1455 Sept. 13,,,,,,,,,,,,,,,,,,
10456,1455,8,August,7,September,24,#REF!,#REF!,BER6704,[fol. 304v],,,Nürnberg,Frankfurt,Brief,,"Item ein brief der stat zu Franckfurt, Steffan Germis, einen kawffman von Dorneek, antreffend.",,,,,,,,,,,,,,,,,,,,
10457,1455,8,August,7,September,24,#REF!,#REF!,BER6705,[fol. 304v],,,Nürnberg,Reich,Abschrift; Verkundbrief,,"Item abschrifft eins verkundbriefs, als die stet zu Prußen in des reichs acht gesprochen sein.",,,,,,,,,,,,,,,,,,,,
10458,1455,8,August,7,September,24,#REF!,#REF!,BER6706,[fol. 304v],,,Nürnberg,"Peter Hamerpach, Notar",Brief,in Peter Swoben sache.,"Item ein brieff von Peter Hamerpach, notarien, in Peter Swoben sache.",,1455 Sept. 16,,,,,,,,,,,,,,,,,,
10460,1455,8,August,7,September,24,#REF!,#REF!,BER6707,[fol. 304v],,,Nürnberg,Hans Schuler,Brief,"Ruprecht Haller, von des ermorten wegen zu Beheym und den morder antreffend","Item ein brief H[ans] Schuler, Rupprecht Haller, von des ermorten wegen zu Beheym und den morder antreffend.",,1455 Sept. 12,,,,,,,,,,,,,,,,,,
10462,1455,8,August,7,September,24,#REF!,#REF!,,[fol. 305r],,,,,,,,,,,,,,,,,,,,,,,,,,,
10463,1455,8,August,7,September,24,#REF!,#REF!,BER6708,[fol. 305r],,,Nürnberg,Sigmund von Seckendorf,Brief,Jorg Scheffterßheymer antreffend.,"Item ein brief von Sigmundt von Seckendorff, Jorg Scheffterßheymer antreffend.",,,,,,,,,,,,,,,,,,,,
